city_clean,city_listing_count
freeman spur,2
freeman township,3
freeport,1134
freer,29
freestone,1
freetown,32
freeville,30
freistatt,1
frelinghuysen,25
fremont,1607
fremont center,12
fremont hills,2
french camp,12
french creek,18
french gulch,5
french lick,32
french settlement,19
french valley,2
french village,44
frenchboro,1
frenchburg,20
frenchglen,1
frenchman lake,1
frenchtown,63
frenchville,8
frendale,1
fresh meadows,111
fresno,1501
frewsburg,17
friant,34
friday harbor,93
fridley,162
friedens,20
friedensburg,1
friedheim,1
friend,8
friendly,4
friendship,173
friendsville,87
friendswood,444
frierson,15
fries,27
friesland,12
friona,6
fripp island,66
frisco,981
frisco city,5
fritch,57
frog ln,2
frohna,2
froid,7
fromberg,5
front royal,440
frontenac,50
frontier dr,1
fronts highway 93 north of highway 93,1
frost,18
frost township,1
frostburg,93
frostproof,213
frozen leg rd fort smith,1
fruit cove,11
fruit heights,8
fruita,115
fruithurst,14
fruitland,234
fruitland park,167
fruitport,27
fruitvale,16
fryburg,1
frye island,1
fryeburg,14
ft worth,17
ft. worth,28
ftl unit 47 sec 4 dell city,1
fulda,7
fulks run,11
fullerton,464
fulshear,794
fulton,522
fultondale,111
fultonville,18
fults,6
funk,2
funkstown,6
fuquay varina,201
fuquay-varina,14
furlong,47
furman,1
fyffe,9
ga 31018,1
ga hwy,1
gable,1
gabriels,5
gadsden,222
gadsden county,3
gaffney,219
gage,8
gages lake,7
gagetown,8
gahanna,33
gail,3
gaines,22
gainesboro,59
gainestown,6
gainesville,2974
gaithersburg,892
gakona,1
galatia,5
galax,121
galen,1
galena,404
galena park,44
gales creek,2
galesburg,230
galestown,2
galesville,40
galeton,22
galien,8
galion,56
galisteo,8
galivants ferry,42
gallant,7
gallatin,335
gallatin gateway,32
gallaway,1
galliano,10
gallina,7
gallion,10
gallipolis,48
gallipolis ferry,6
gallitzin,6
galloway,74
galloway township,173
gallup,87
galt,306
galva,16
galveston,837
galway,24
galway village,3
gamaliel,9
gambier,2
gambrills,105
gamerco,2
ganado,23
gandeeville,5
gannett,1
gans,9
gansevoort,5
gantt,8
gap,24
gap mills,13
garards fort,1
garber,11
garberville,30
garcia,2
garciasville,1
garden,12
garden city,554
garden city beach,59
garden city park,2
garden city south,4
garden grove,494
garden plain,9
garden prairie,15
garden ridge,12
garden valley,125
gardena,274
gardendale,299
gardiner,61
gardner,342
gardners,21
gardnerville,236
garfield,246
garfield heights,326
garfield township,4
gargatha,12
garibaldi,24
garita,2
garland,1083
garlock,1
garnavillo,9
garner,136
garnerville,12
garnet ave slayton,1
garnet valley,65
garnett,47
garrard creek rd,1
garretson,10
garrett,16
garrett park,8
garrettsville,45
garrison,168
garrisonville,1
garvin,42
garwin,7
garwood,46
gary,215
garysburg,11
garyville,9
gas,4
gas city,11
gasburg,9
gasport,32
gasquet,10
gassaway,13
gassville,20
gaston,75
gastonia,726
gastonville,1
gate city,32
gates,60
gates mills,31
gatesville,210
gateway,5
gatewood,2
gatlinburg,327
gauley bridge,4
gause,6
gautier,188
gaviota,3
gay,10
gaylesville,18
gaylord,255
gays,2
gays mills,16
gazelle,9
gearhart,34
geary,10
geddes,1
gee's bend,7
geff,4
geiger,9
geigertown,1
geismar,28
gem lake,3
gene autry,1
genesee,54
genesee ct post falls,1
genesee depot,1
geneseo,75
geneva,530
geneva on the lake,8
gennessee township,1
genoa,163
genoa city,108
genoa township,52
genola,3
gentry,208
gentryville,9
george,11
george west,33
georgetown,1825
georgetown lake,1
georgetown township,5
georgia,8
georgia saint,1
georgiana,3
gepp,2
gerald,43
geraldine,14
gerber,13
gering,37
gerlach,6
gerlaw,1
german flatts,7
german township,5
german valley,5
germansville,4
germanton,35
germantown,828
germantown hills,32
germfask,11
geronimo,7
gerrardstown,79
gerritsen beach,1
gerry,7
gerton,4
gerty,1
gervais,27
gettysburg,238
getzville,28
geuda springs,2
geyser,2
geyserville,24
gheens,1
ghent,47
gholson,2
ghosttown terlingua,2
gibbon,11
gibbonsville,2
gibbsboro,18
gibbstown,55
gibraltar,17
gibsland,2
gibson,25
gibson city,28
gibson island,1
gibsonburg,15
gibsonia,190
gibsonton,169
gibsonville,88
giddings,61
gideon,1
gifford,28
gig harbor,636
gila,6
gila bend,5
gilbert,1494
gilberton,2
gilbertown,4
gilberts,82
gilbertsville,252
gilbertville,15
gilboa,29
gilby,1
gilchrist,155
gilcrest,13
gile,1
gilead,2
gilford,36
gilgo beach,1
gill,20
gillespie,31
gillett,34
gillette,377
gillham,2
gilliam,1
gillis,1
gills rock,6
gillsville,14
gilman,27
gilmanton,19
gilmanton township,1
gilmer,259
gilmore,2
gilmore city,2
gilroy,333
gilson,2
gilsum,10
gipsy,1
girard,211
girardville,8
girdler,4
girdletree,2
girdwood,1
glacier,10
glacier ridge rd,2
gladbrook,13
glade,1
glade hill,46
glade park,26
glade spring,24
glade valley,40
gladesville,1
gladewater,83
gladstone,184
gladwin,249
gladwyne,33
glady,3
gladys,20
glasco,10
glasford,8
glasgow,240
glassboro,124
glassell park,16
glassport,31
glastonbury,109
gleason,29
gleeson,1
glen,13
glen allen,615
glen alpine,3
glen arbor,56
glen arm,19
glen aubrey,1
glen burnie,587
glen campbell,5
glen canyon,1
glen carbon,94
glen cove,116
glen dale,7
glen daniel,6
glen easton,1
glen echo,2
glen echo park,1
glen elder,1
glen ellen,26
glen ellyn,279
glen ferris,1
glen flora,11
glen gardner,21
glen haven,7
glen head,17
glen jean,1
glen lyn,2
glen lyon,8
glen mills,100
glen morgan,1
glen oak dr,1
glen oaks,29
glen park,2
glen richey,1
glen riddle,1
glen ridge,6
glen ridge boro township,38
glen rock,109
glen rose,148
glen saint mary,44
glen spey,55
glen township,1
glen ullin,5
glen white,1
glenallen,3
glenarden,21
glenarm,1
glenbeulah,18
glenbrook,14
glenburn,11
glencoe,273
glencoe township,1
glendale,2224
glendale heights,196
glendale springs,3
glendive,71
glendive county rd,1
glendo,15
glendon,2
glendora,310
gleneden beach,31
glenelg,13
glenfield,43
glenford,13
glenham,3
glenhaven,4
glenlakes,1
glenmont,8
glenmoore,36
glenmora,15
glenn,3
glenn dale,35
glenn heights,116
glennallen,18
glennie,31
glenns ferry,15
glennville,19
glenolden,87
glenoma,5
glenpike dr,1
glenpool,99
glenrock,22
glens falls,117
glens fork,1
glenshaw,66
glenside,117
glenview,469
glenvil,1
glenville,312
glenwillow,1
glenwood,225
glenwood city,19
glenwood landing,15
glenwood plt,1
glenwood springs,107
glenwood township,1
glidden,29
glide,10
glnwd,1
globe,117
glocester,85
glorieta,14
gloster,41
gloucester,417
gloucester city,105
gloucester point,16
gloucester township,4
glouster,10
glover,21
glover rd,1
gloversville,165
gloverville,4
glyndon,26
glynn,1
gnadenhutten,11
gobles,21
goddard,72
godeffroy,3
godfrey,141
godley,122
godwin,26
goessel,4
goetzville,11
goffstown,13
golconda,47
gold bar,47
gold beach,112
gold canyon,277
gold creek,5
gold hill,66
gold pan trail lead,4
gold river,72
gold run,5
goldbond,1
golden,219
golden beach,15
golden city,3
golden eagle,86
golden gate,5
golden meadow,8
golden oak,1
golden shores,3
golden valley,716
goldendale,122
goldens bridge,5
goldfield,14
goldonna,1
goldsberry,1
goldsboro,277
goldsby,16
goldsmith,3
goldston,2
goldthwaite,44
goldvein,15
goleta,28
golf,10
golf course rd,1
golf manor,4
goliad,51
golinda,2
golondrinas,1
goltry,1
golts,4
golva,1
gonvick,4
gonzales,470
gonzales ranch,1
goochland,88
good hope,52
good thunder,11
goode,40
goodell,2
goodells,4
goodfield,7
goodhue,27
gooding,61
goodland,56
goodland township,7
goodlettsville,66
goodman,32
goodman t wi,1
goodrich,56
goodrich vlg,12
goodridge,2
goodson,2
goodspring,8
goodsprings,4
goodview,77
goodwater,8
goodyear,958
goodyears bar,3
goose creek,141
goose lake,7
gooseberry,1
gordo,27
gordon,107
gordonsville,98
gordonville,163
gore,74
gore springs,1
gore township,1
goree,5
goreville,56
gorham,53
gorin,1
gorman,18
gormania,1
goshen,274
goshen township,50
gosnell,8
gosnold,4
gosport,11
gotebo,1
gotha,32
gotham,1
gothenburg,27
gould,1
gould city,11
gouldbusk,7
goulds,4
gouldsboro,138
gouverneur,71
government camp,10
government rd,2
gowanda,34
gowanus,1
gowen,13
gower,13
gowrie,3
grabill,2
grace,51
grace city,2
gracemont,7
graceville,30
gracey,2
grady,7
graeagle,24
graettinger,2
graff,1
graford,160
grafton,443
graham,576
grahamsville,7
grain valley,119
grainfield,1
grambling,2
gramercy,5
grampian,15
granada,6
granada hills,255
granbury,809
granby,269
grand bay,59
grand beach vlg,1
grand blanc,259
grand cane,15
grand canyon,1
grand chain,1
grand chenier,1
grand chute,3
grand coteau,2
grand coulee,16
grand falls township,2
grand forks,310
grand haven,155
grand island,272
grand isle,74
grand junction,611
grand lake,85
grand lake stream,3
grand lake stream plt,2
grand ledge,145
grand marais,40
grand marsh,16
grand meadow,42
grand mound,5
grand pass,1
grand prairie,792
grand rapids,728
grand ridge,28
grand river,11
grand rivers,25
grand ronde,15
grand saline,81
grand terrace,83
grand traverse,1
grand view,7
grandfalls,2
grandfield,1
grandin,3
grandview,308
grandview heights,21
grandview hts,3
grandville,48
grandy,62
granger,142
grangerland,1
grangeville,40
granite,16
granite bay,181
granite canon,2
granite city,409
granite falls,369
granite oregon,1
granite quarry,26
granite shoa,2
granite shoals,86
granite springs,4
graniteville,385
grannis,1
grant,136
grant city,5
grant park,26
grant town,6
grant township,10
grant valkaria,102
grantfork,1
grantham,34
granton,8
grants,75
grants pass,466
grantsboro,21
grantsburg,31
grantsville,100
grantville,36
granville,150
granville summit,4
granville village,9
grapeland,85
grapeview,26
grapeville,3
grapevine,204
grasmere,1
grasonville,67
grass lake,62
grass range,1
grass valley,615
grassflat,4
grasston,19
grassy butte,2
grassy creek,29
grassy sound,2
gratiot,4
gratis,2
gratis township,4
graton,5
gratz,2
gravel switch,6
gravelly,1
gravesend,1
gravette,116
gravity,1
gravois mills,97
grawn,47
gray,248
gray court,57
gray hawk,1
gray mountain,1
gray summit,9
grayland,30
grayling,94
grays river,3
grayslake,252
grayson,247
grayson-snellville,2
graysville,54
graytown,7
grayville,7
great barrington,140
great bend,194
great cacapon,61
great falls,814
great meadows,1
great mills,85
great neck,393
great neck plaza,1
great pond,2
great river,3
great valley,18
greater cincinnati,18
greater cleveland,16
greater indianapolis,1
greater nashville,3
greater raleigh,8
greece,24
greeley,895
greeley hill,5
greeleyville,10
green,20
green bank,3
green bay,1047
green brook,44
green camp,2
green city,2
green cove spr,14
green cove springs,436
green creek,7
green forest,38
green island,15
green island village,3
green isle,37
green lake,79
green lane,26
green mountain,48
green mountain falls,3
green oak township,45
green oaks,8
green park,4
green pond,7
green ridge,15
green river,56
green road,2
green sea,22
green spring,6
green springs,9
green township,204
green valley,924
green valley lake,60
greenacres,314
greenback,31
greenbackville,113
greenbank,28
greenbelt,154
greenbrae,51
greenbrier,194
greenbush,41
greencastle,221
greendale,69
greene,89
greenehaven,26
greenevers,1
greeneville,297
greenfield,611
greenfield center,3
greenfield park,14
greenfield township,23
greenhills,14
greenhurst,4
greenland,5
greenland beach,2
greenlaw chopping twp,1
greenlawn,23
greenleaf,27
greenock,3
greenough,2
greenpoint,1
greenport,47
greens fork,4
greensboro,2047
greensburg,521
greentop,3
greentown,131
greenup,32
greenvale,6
greenview,9
greenvile center,1
greenville,4206
greenwald,3
greenwater,10
greenway,2
greenwell springs,47
greenwich,373
greenwich township,29
greenwood,1039
greenwood lake,32
greenwood springs,4
greenwood township,4
greenwood village,39
greer,1128
greers ferry,73
gregory,35
greig,2
grenada,54
grenloch,1
grenola,2
grenora,3
grenville,8
gresham,587
grethel,1
gretna,277
grey eagle,13
grey fox loop inkom,5
greybull,9
greycliff,1
gridley,61
griffin,630
griffith,24
griffithsville,5
grifton,38
griggsville,3
grimes,236
grimesland,45
grimsley,22
grimstead,3
grindstone,5
grindstone twp,2
grinnell,106
grinstead saint,1
griswold,63
grizzly flats,39
groesbeck,91
groom,4
grosse ile,41
grosse pointe,14
grosse pointe farms,46
grosse pointe park,32
grosse pointe shores,11
grosse pointe woods,42
grosse tete,5
grosvenor,1
groton,209
grottoes,85
groundhog,4
grouse creek,9
grove,130
grove city,296
grove hill,6
groveland,611
groveland township,31
groveoak,1
groveport,37
grover,76
grover beach,49
grover hill,3
grovertown,2
groves,61
grovespring,17
groveton,33
grovetown,852
grubville,6
gruetli laager,7
grundy,10
grundy center,13
gruver,4
grygla,3
guadalupe,11
guadalupita,8
gualala,47
guanica,17
guatay,1
guayama,25
guayanilla,2
guaynabo,149
guemes island,2
guerneville,95
guernsey,22
gueydan,22
guffey,34
guide rock,2
guild,3
guilderland,171
guildhall,2
guilford,170
guilford rd,1
guin,12
guinda,8
guion,25
gulf ave orange beach,1
gulf breeze,376
gulf hammock,3
gulf shores,658
gulf stream,8
gulfport,919
gulliver,7
gully,2
gulph mills,4
gum spring,42
gumbranch,1
gun barrel city,121
gunlock,2
gunnison,83
gunter,28
guntersville,292
guntown,73
gurabo,23
gurdon,4
gurley,34
gurnee,272
gurney,3
gusher,2
gustavus,17
gustine,53
guston,6
guthrie,367
guthrie center,27
guttenberg,99
guy,38
guymon,9
guys,2
guys mills,2
guyton,331
gwinn,13
gwinner,1
gwinnett,1
gwynedd,1
gwynedd valley,5
gwynn,14
gwynn oak,61
gwynneville,3
gypsum,68
gypsy,2
hacienda heights,222
hackberry,38
hackensack,107
hacker valley,1
hackett,18
hackettstown,39
hackleburg,8
hacks neck,6
hacksneck,5
haddam,54
haddock,13
haddon heights,45
haddon township,23
haddonfield,104
hadley,74
hagaman,8
hagan,3
hagarville,8
hagatna,1
hager city,15
hagerhill,9
hagerman,45
hagerstown,930
hague,61
hahira,146
hahnville,14
haight,2
haigler,1
haiku,59
hailey,40
haileyville,8
haines,66
haines city,815
haines falls,1
hainesport,32
hainesville,27
hakalau,7
halbur,2
halcott center,7
hale,52
hale center,2
haledon,48
haleiwa,45
hales corners,31
hales location,1
halesite,2
halethorpe,82
haleyville,49
half moon bay,113
halfmoon,213
halfway,10
halibut cove,2
halifax,162
hall,3
hall summit,1
hallam,17
hallandale beach,806
hallelujah jct doyle,1
hallelujah junction,1
hallett,3
hallettsville,73
halliday,2
hallieford,12
hallock,1
hallowell,29
hallquist ave red wing,3
halls,23
hallsboro,11
hallstead,17
hallsville,74
halltown,1
hallwood,7
halsey,11
halstad,1
halstead,10
haltom city,200
ham lake,97
hambleton,2
hamburg,396
hamburg township,62
hamden,269
hamel,3
hamer,15
hamer township,1
hamersville,2
hamilton,1126
hamilton branch,5
hamilton city,11
hamilton fort,1
hamilton square,1
hamilton township,179
hamler,3
hamlet,71
hamlin,38
hammett,3
hammon,20
hammond,433
hammond ave,1
hammondsport,36
hammondsville,3
hammonton,130
hampden,77
hampshire,149
hampstead,677
hampton,1132
hampton bays,116
hampton cove,14
hampton falls,1
hamptonville,19
hamshire,26
hamtramck,52
hana,32
hanahan,66
hanalei,22
hanapepe,3
hanceville,117
hancock,304
hancocks bridge,1
handy township,23
hanford,319
hankamer,11
hankins,1
hankinson,31
hanksville,4
hanlontown,4
hanmer rd,1
hanna,17
hanna city,11
hannacroix,6
hannaford,1
hannah mountain road,1
hannawa falls,1
hannibal,269
hannon ranch ln bisbee,1
hanover,882
hanover park,205
hanover township,106
hanover twp,72
hanoverton,19
hansen,13
hansford,2
hanska,8
hanson,79
hanston,1
hansville,35
hapeville,35
happy,7
happy camp,4
happy jack,70
happy valley,419
harahan,38
harbert,8
harbeson,119
harbinger,10
harbor beach,11
harbor city,136
harbor springs,140
harborcreek,34
harborton,1
harcuvar,1
hardaway,3
hardeeville,199
hardenburgh,3
hardin,55
harding,14
harding township,59
hardinsburg,29
hardtner,1
hardwick,49
hardwick twp,9
hardy,215
hardyston,84
hardyville,18
harford,5
hargill,8
hargis,1
harker heights,347
harkers island,43
harlan,81
harlan township,20
harlem,164
harleton,9
harleysville,121
harleyville,11
harlingen,351
harlowe,1
harlowton,6
harman,22
harmon,5
harmonsburg,2
harmontown,2
harmony,111
harmony township,16
harned,6
harold,13
harper,123
harper woods,51
harpers ferry,192
harpersfield,20
harpersville,43
harpster,9
harpswell,13
harpursville,17
harquahala,9
harrah,178
harrells,32
harrellsville,12
harriet,5
harrietstown,2
harrietta,10
harriman,171
harrington,116
harrington park,11
harris,30
harris county,43
harrisburg,1442
harrison,685
harrison ave,1
harrison city,14
harrison township,121
harrison valley,3
harrisonburg,254
harrisonville,121
harrisville,105
harrod,9
harrodsburg,144
harrogate,79
harrold,2
harsens island,2
harshaw,7
hart,38
hartfield,61
hartford,645
hartford city,45
hartington,21
hartland,207
hartland township,29
hartleton,2
hartley,13
hartly,18
hartman,18
harts,7
hartsburg,11
hartsdale,63
hartsel,193
hartselle,63
hartsfield,2
hartsgrove,1
hartshorn,9
hartshorne,27
hartstown,3
hartsville,220
hartville,82
hartwell,191
hartwick,39
harvard,170
harvel,1
harvest,58
harvey,187
harvey cedars,19
harveys lake,17
harveysburg,4
harveyville,4
harviell,25
harwich,118
harwich port,35
harwick,5
harwinton,30
harwood,52
harwood heights,41
hasbrouck heights,15
haskell,95
haskins,3
haslet,234
haslett,87
hasse,4
hassell,2
hastings,515
hastings dr duluth,6
hastings on hudson,11
hasty,8
haswell,1
hat creek,5
hat island,15
hatboro,81
hatch,38
hatchechubbee,1
hatfield,101
hathaway pines,12
hatillo,29
hatley,22
hato rey,2
hatteras,53
hattiesburg,407
hattieville,5
hatton,4
haubstadt,4
haugan,5
haugen,1
haughton,213
hauppauge,67
hauser,35
hauser lake,1
hauula,26
havana,108
havelock,172
haven,12
havensville,2
haverford,60
haverhill,261
haverhill township,3
haverstraw,16
havertown,164
haviland,5
havre,43
havre de grace,209
haw creek,1
haw river,29
hawaiian gardens,37
hawaiian natl park,1
hawaiian ocean view ranchos,1
hawarden,7
hawesville,22
hawi,11
hawick,1
hawk cove,5
hawk point,39
hawk run,1
hawk springs,1
hawkeye,5
hawkeye patent,1
hawkins,78
hawkins bar,5
hawkinsville,72
hawks,13
hawksbury ln pequot lakes,2
hawley,337
haworth,9
hawthorn,3
hawthorn woods,77
hawthorne,579
haxtun,14
hay river township,1
hay springs,2
hayden,298
hayden lake,7
haydenville,1
hayes,135
hayes center,2
hayes township,8
hayesville,820
hayfield,9
hayfork,89
haymarket,323
haynesville,17
hayneville,4
hays,237
haysi,6
haysville,54
hayti,6
hayward,1020
haywood,5
hazard,100
hazel,3
hazel crest,80
hazel green,99
hazel hurst,2
hazel park,61
hazelhurst,21
hazelton,17
hazelton township,3
hazelwood,165
hazen,11
hazle township,255
hazlehurst,77
